seq_id	start_fill_color	start_stroke_color	done_fill_color	done_stroke_color	footnote	img_width	img_height	px_0	py_0	px_1	py_1	px_2	py_2	px_3	py_3	px_4	py_4	px_5	py_5	px_6	py_6	px_7	py_7	px_8	py_8	px_9	py_9	px_10	py_10	px_11	py_11	px_12	py_12	px_13	py_13
204	#ffffff	#000000	#00000000	#00000000		53.498550	54.701983	15.486611	49.210866	16.261610	47.874031	15.489789	47.426585	14.716378	47.871279	13.946145	46.531693	12.400913	46.528941	10.855681	46.526189	10.080681	47.863024	10.852503	48.310469	10.850914	49.202610	12.396146	49.205362	13.166379	50.544948	13.939790	50.100254	13.941379	49.208114
205	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	10.855680	46.526188	10.085446	45.186602	9.312035	45.631297	9.310446	46.523438	7.765213	46.520687	6.990215	47.857522	6.215216	49.194357	6.985450	50.533944	7.758861	50.089249	8.530683	50.536694	9.305681	49.199859	10.850914	49.202610	10.852503	48.310469	10.080681	47.863024
206	#006699	#000000	#00000000	#00000000		53.498550	54.701983	7.755684	51.873530	6.985450	50.533944	7.758861	50.089249	8.530683	50.536694	9.305681	49.199859	10.850914	49.202610	12.396147	49.205361	13.166381	50.544947	12.392970	50.989642	12.391381	51.881782	10.846148	51.879032	10.071150	53.215867	9.299328	52.768421	9.300917	51.876280
207	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	13.936611	51.884535	13.166379	50.544948	12.392968	50.989642	12.391379	51.881783	10.846147	51.879030	10.071147	53.215865	9.296148	54.552699	10.066380	55.892286	10.839791	55.447592	11.611613	55.895038	12.386613	54.558204	13.931845	54.560957	13.933434	53.668816	13.161612	53.221369
208	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	4.665220	51.868025	3.890220	53.204859	4.662042	53.652305	5.435453	53.207611	6.205686	54.547198	7.750918	54.549949	9.296150	54.552701	10.071150	53.215867	9.299328	52.768421	9.300917	51.876280	7.755685	51.873529	6.985452	50.533942	6.212041	50.978636	6.210452	51.870777
209	#A0A0A0	#000000	#00000000	#00000000		53.498550	54.701983	4.674754	46.515182	3.129522	46.512429	3.127933	47.404570	3.899755	47.852016	3.124755	49.188851	3.894988	50.528437	4.665220	51.868024	6.210452	51.870777	6.212041	50.978636	6.985452	50.533942	6.215219	49.194356	6.990219	47.857521	6.218397	47.410074	5.444986	47.854768
210	#ffffff	#000000	#00000000	#00000000		53.498550	54.701983	3.115220	54.541692	4.660452	54.544445	4.662041	53.652305	3.890220	53.204858	4.665220	51.868024	3.894988	50.528437	3.124755	49.188851	1.579523	49.186098	1.577934	50.078239	0.804523	50.522933	1.574756	51.862519	0.799756	53.199353	1.571577	53.646800	2.344988	53.202106
211	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	3.124755	49.188851	3.899755	47.852016	3.127933	47.404570	2.354522	47.849264	1.584290	46.509677	0.039058	46.506924	-1.506175	46.504172	-2.281174	47.841006	-1.509352	48.288453	-1.510941	49.180593	0.034291	49.183346	0.804523	50.522933	1.577934	50.078239	1.579523	49.186098
212	#ffffff	#000000	#00000000	#00000000		53.498550	54.701983	-3.046643	43.825029	-3.821641	45.161864	-3.049819	45.609310	-2.276409	45.164615	-1.506175	46.504201	0.039058	46.506952	1.584291	46.509703	2.359289	45.172867	1.587467	44.725422	1.589056	43.833281	0.043824	43.830530	-0.726410	42.490944	-1.499821	42.935639	-1.501410	43.827780
213	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	0.043824	43.830530	1.589056	43.833281	1.590644	42.941141	0.818822	42.493695	1.593821	41.156860	0.823587	39.817274	0.053353	38.477688	-1.491880	38.474937	-1.493468	39.367077	-2.266878	39.811772	-1.496644	41.151358	-2.271643	42.488193	-1.499821	42.935639	-0.726410	42.490944
214	#006699	#000000	#00000000	#00000000		53.498550	54.701983	4.751002	3.692450	3.205770	3.689696	3.207360	2.797556	3.980771	2.352863	3.210540	1.013275	3.985540	-0.323559	4.760541	-1.660393	6.305774	-1.657639	6.304184	-0.765499	7.076005	-0.318052	6.301004	1.018782	7.071236	2.358369	6.297825	2.803063	5.526003	2.355616
215	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	7.851002	-1.654887	6.305770	-1.657640	6.304181	-0.765499	7.076003	-0.318053	6.301003	1.018782	7.071235	2.358369	7.841468	3.697955	9.386700	3.700708	9.388289	2.808567	10.161700	2.363873	9.391467	1.024287	10.166467	-0.312548	9.394645	-0.759994	8.621234	-0.315300
216	#A0A0A0	#000000	#00000000	#00000000		53.498550	54.701983	10.941465	-1.649383	9.396233	-1.652136	9.394644	-0.759995	10.166466	-0.312548	9.391466	1.024286	10.161699	2.363873	10.931931	3.703459	12.477163	3.706212	12.478752	2.814071	13.252163	2.369377	12.481930	1.029791	13.256930	-0.307044	12.485108	-0.754490	11.711697	-0.309796
