seq_id	start_fill_color	start_stroke_color	done_fill_color	done_stroke_color	footnote	img_width	img_height	px_0	py_0	px_1	py_1	px_2	py_2	px_3	py_3	px_4	py_4	px_5	py_5	px_6	py_6	px_7	py_7	px_8	py_8	px_9	py_9	px_10	py_10	px_11	py_11	px_12	py_12
35	#66ccff	#000000	#00000000	#00000000		53.498549	54.701979	-2.001618	30.219381	-2.229914	30.346423	-0.959490	32.629389	1.652827	32.670652	1.648701	32.931884	2.097042	33.200263	2.325338	33.073221	1.054914	30.790256	2.396808	28.548554	2.172638	28.414364	2.176764	28.153132	-0.435553	28.111869	-1.777448	30.353571
36	#006699	#000000	#00000000	#00000000		53.498549	54.701979	-2.085466	35.527745	-2.313763	35.654787	-3.584187	33.371822	-2.242293	31.130120	-2.466464	30.995930	-2.458211	30.473467	-2.229915	30.346424	-0.959490	32.629390	1.652827	32.670653	1.648701	32.931884	1.872871	33.066074	0.530978	35.307776	-2.081340	35.266513
37	#66ccff	#000000	#00000000	#00000000		53.498549	54.701979	1.564853	38.240248	1.789024	38.374437	3.130917	36.132735	1.860492	33.849770	2.088789	33.722727	2.097042	33.200263	1.872871	33.066074	0.530978	35.307776	-2.081340	35.266514	-2.085466	35.527746	-2.313763	35.654788	-1.043338	37.937753	1.568980	37.979016
38	#A0A0A0	#000000	#00000000	#00000000		53.498549	54.701979	-1.477680	25.701861	-1.705977	25.828903	-0.435553	28.111869	2.176764	28.153132	2.172638	28.414364	2.620979	28.682743	2.849275	28.555701	1.578851	26.272735	2.920745	24.031033	2.696575	23.896844	2.700702	23.635612	0.088384	23.594349	-1.253510	25.836050
39	#66ccff	#000000	#00000000	#00000000		53.498549	54.701979	-0.953743	21.184341	-1.182040	21.311383	0.088384	23.594348	2.700702	23.635612	2.696575	23.896844	3.144916	24.165223	3.373212	24.038180	2.102789	21.755215	3.444683	19.513513	3.220513	19.379324	3.224639	19.118092	0.612321	19.076828	-0.729573	21.318530
40	#006699	#000000	#00000000	#00000000		53.498549	54.701979	3.601509	23.911138	3.373213	24.038181	2.102789	21.755215	3.444683	19.513513	3.220513	19.379324	3.228765	18.856860	3.457062	18.729818	4.727486	21.012783	7.339803	21.054047	7.335677	21.315279	7.559847	21.449468	6.217953	23.691170	3.605636	23.649907
41	#A0A0A0	#000000	#00000000	#00000000		53.498549	54.701979	-0.421553	16.144357	-0.645724	16.010167	-1.987618	18.251869	-0.717194	20.534834	-0.945491	20.661877	-0.953743	21.184340	-0.729573	21.318530	0.612321	19.076828	3.224639	19.118092	3.228765	18.856860	3.457062	18.729818	2.186638	16.446852	-0.425680	16.405589
42	#A0A0A0	#000000	#00000000	#00000000		53.498549	54.701979	4.209296	14.085255	4.213422	13.824023	1.601104	13.782760	0.259210	16.024462	0.035040	15.890272	-0.421553	16.144357	-0.425680	16.405589	2.186638	16.446852	3.457062	18.729818	3.685358	18.602775	3.909528	18.736965	5.251423	16.495263	3.980999	14.212298
43	#66ccff	#000000	#00000000	#00000000		53.498549	54.701979	3.685358	18.602775	3.457062	18.729818	4.727485	21.012783	7.339803	21.054047	7.335677	21.315279	7.784017	21.583658	8.012314	21.456615	6.741890	19.173650	8.083784	16.931948	7.859614	16.797758	7.863740	16.536526	5.251423	16.495263	3.909528	18.736965
44	#A0A0A0	#000000	#00000000	#00000000		53.498549	54.701979	4.209296	14.085254	3.980999	14.212297	5.251423	16.495262	7.863740	16.536526	7.859614	16.797758	8.307955	17.066137	8.536251	16.939095	7.265828	14.656129	8.607722	12.414427	8.383552	12.280238	8.387678	12.019006	5.775360	11.977742	4.433466	14.219444
